Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado|
02H00180|COLEGIO TECNICO NACIONAL 23 DE ABRIL|2|BOLIVAR|201|GUARANDA|20158|SANTAFE (SANTA FE)|Zona 5|GUARANDA|02D01|02D01C11_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|84|11|Activa|
02H00709|CENTRO DE ALFABETIZACION SANTA LUCIA|2|BOLIVAR|201|GUARANDA|20153|JULIO E. MORENO (CATANAHUAN GRANDE)|Zona 5|GUARANDA|02D01|02D01C11_a|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|28|1|Activa|
02B00066|BARTOLOME DE LAS CASAS|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Terrestre|126|7|Activa|
02B00067|CELSO VIRGILIO ESPINOZA|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|17|1|Activa|
02B00068|EXTENSION UNIDAD EDUCATIVA TRANSITO AMAGUAÑA|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Indígena|Terrestre|55|3|Activa|
02H00164|MARIA JUDITH ESPINOZA ALBAN|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|5|1|Activa|
02H00165|EEB GABRIEL PAZMIÑO ARMIJOS|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|53|3|Activa|
02H00166|EEB LUIS ALBERTO CASTILLO ARREGUI|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|46|3|Activa|
02B00121|RUMIÑAHUI|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Indígena|Terrestre|138|12|Activa|
02B00065|GENERAL PINTAG|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Indígena|Terrestre|110|5|Activa|
06B00108|PEDRO CELESTINO PAUCAR|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_b|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|13|2|Activa|
02H00152|CEI MARIA ESTATIRA UQUILLAS|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|Terrestre|21|2|Activa|
02H00153|EEB MANUEL PALIZ|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|37|3|Activa|
02H00154|EEB VASCO NUÑEZ DE BALBOA|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|7|1|Activa|
02H00155|EEB JOSE JOAQUIN DE OLMEDO|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|77|7|Activa|
02H00156|EEB MANUELA CAÑIZARES|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|71|5|Activa|
02H00158|EEB GONZALO CORDOVA|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|2|Activa|
02H00160|EEB ABDON CALDERON|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|122|9|Activa|
02H00161|EEB CARLOS VELA GARCIA|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|8|1|Activa|
02H00163|EEB ROBERTO ANDRADE|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|24|2|Activa|
02H00167|FUNDACION SU CAMBIO POR EL CAMBIO|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Particular|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|40|2|Activa|
02H00168|CEI TIERNO DESPERTAR|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|Terrestre|17|2|Activa|
02H00169|EEB MORAYMA OFIR CARVAJAL|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|35|4|Activa|
02H00170|PROVINCIA DE BOLIVAR|2|BOLIVAR|201|GUARANDA|20157|SAN SIMON (YACOTO)|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|70|9|Activa|
02H00171|EEB CAMILO MONTENEGRO|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|24|4|Activa|
02H00157|INSTITUTO TECNOLOGICO SUPERIOR SAN LORENZO|2|BOLIVAR|201|GUARANDA|20156|SAN LORENZO|Zona 5|GUARANDA|02D01|02D01C11_c|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|426|41|Activa|
02B00055|HUALCOPO DUCHICELA|2|BOLIVAR|201|GUARANDA|20155|SALINAS|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|35|1|Activa|
02B00086|INCA URCU|2|BOLIVAR|201|GUARANDA|20159|SIMIATUG|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|8|1|Activa|
02H00696|TIGREURCO LAS GAVIOTAS|2|BOLIVAR|201|GUARANDA|20155|SALINAS|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Indígena|Terrestre|15|1|Activa|
02H00707|ISLA ISABELA|2|BOLIVAR|201|GUARANDA|20151|FACUNDO VELA|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|12|1|Activa|
02H00761|TAMBO REAL|2|BOLIVAR|201|GUARANDA|20103|GUANUJO|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización y Artesanal P.P|Mestiza|Terrestre|51|1|Activa|
02H00777|EDAD DE ORO|2|BOLIVAR|201|GUARANDA|20101|ANGEL POLIBIO CHAVES|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Vespertina|No escolarizado|Mestiza|Terrestre|0|1|Activa|
02H00783|CHAUPI GUAYAMA|2|BOLIVAR|201|GUARANDA|20155|SALINAS|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Indígena|Terrestre|19|1|Activa|
02H00804|QUIVANA|2|BOLIVAR|201|GUARANDA|20151|FACUNDO VELA|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Indígena|Terrestre|27|1|Activa|
02H00821|CEBJA MANZANAPAMBA|2|BOLIVAR|201|GUARANDA|20103|GUANUJO|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|22|1|Activa|
02H00824|CEBJA RAYOPAMBA|2|BOLIVAR|201|GUARANDA|20159|SIMIATUG|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|20|1|Activa|
02H00825|CENTRO OCUPACIONAL PROMOCION Y CAPACITACION DE LA MUJER|2|BOLIVAR|201|GUARANDA|20159|SIMIATUG|Zona 5|GUARANDA|02D01||Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Matutina|No escolarizado|Mestiza|Terrestre|0|1|Activa|
02B00110|CORONEL MANUEL DE ECHEANDIA|2|BOLIVAR|207|LAS NAVES|20702|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Bilingüe|Educación regular|Presencial|Matutina|Educación Básica|Indígena|Terrestre|8|1|Activa|
02H00661|ESCUELA CUMANDA|2|BOLIVAR|207|LAS NAVES|20701|LAS MERCEDES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|75|2|Activa|
02H00829|CORONEL ANGEL ARSECIO SILVA|2|BOLIVAR|207|LAS NAVES|20702|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|6|1|Activa|
02H00454|ESCUELA 13 DE MAYO|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|21|1|Activa|
02H00457|JUAN PABLO II|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|3|1|Activa|
02H00662|SEBASTIAN DE BENALCAZAR|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|188|9|Activa|
02H00663|29 DE AGOSTO|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|159|11|Activa|
02H00664|CORONEL MARIANO SANTOS ALBAN|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|45|2|Activa|
02H00665|BUENOS AIRES|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|59|3|Activa|
02H00667|HECTOR GUERRERO PAZMIÑO|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|20|1|Activa|
02H00668|JUAN JOSE FLORES|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|39|2|Activa|
02H00669|DR. GONZALO TAPIA GAIBOR|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|80|9|Activa|
02H00671|12 DE OCTUBRE|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|28|2|Activa|
02H00672|LUIS BENIGNO ARREGUI|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|78|4|Activa|
02H00674|AURORA ESTRADA DE AYALA|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|9|1|Activa|
02H00676|DR. ANGEL LEON ALARCON|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|Terrestre|52|2|Activa|
02H00678|SANTA MARÍA|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|27|1|Activa|
02H00697|Union del congreso|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|14|1|Activa|
02H00718|Unidad Educativa Espiritu Santo|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Particular|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|58|6|Activa|
02H00422|HUMBERTO MATA MARTINEZ|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|32|3|Activa|
02H00227|PRINCESA PACHA|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|1|Activa|
02H00670|GENERAL VICENTE ANDA AGUIRRE|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|417|14|Activa|
02H00666|UNIDAD EDUCATIVA A DISTANCIA DE BOLIVAR EXTENSION LAS NAVES|2|BOLIVAR|207|LAS NAVES|20750|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04|02D04C03|Fiscomisional|SIERRA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|138|8|Activa|
02H00735|COLEGIO TECNICO LAS NAVES|2|BOLIVAR|207|LAS NAVES|20702|LAS NAVES|Zona 5|ECHEANDIA – CALUMA – LAS NAVES|02D04||Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|260|21|Activa|
02H00516|EEB RUMIÑAHUI|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|33|2|Activa|
02H00518|MARTHA BUCARAM DE ROLDÓS|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|53|8|Activa|
02H00844|LA COMUNIDAD|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Vespertina|No escolarizado|Mestiza|Terrestre|0|1|Activa|
02H00854|CENTRO OCUPACIONAL DE BELLEZA MUJERES AL PROGRESO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Vespertina|No escolarizado|Mestiza|Terrestre|0|0|Activa|
02H00494|EEB URUGUAY|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|38|4|Activa|
02H00495|EEB 24 DE MAYO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|397|21|Activa|
02H00496|10 DE ENERO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|Terrestre|911|58|Activa|
02H00499|ANGEL POLIBIO CHAVES|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|1016|57|Activa|
02H00500|EEB CORINA PARRAL DE VELASCO IBARRA|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|102|9|Activa|
02H00503|EEB MEXICO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|23|3|Activa|
02H00504|CEI AIDA LEON DE RODRIGUEZ LARA|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|Terrestre|124|7|Activa|
02H00505|EEB ROBERTO CRISANTO NUÑEZ|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|33|3|Activa|
02H00507|UNIDAD EDUCACTIVA SAN MIGUEL|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Particular|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|380|31|Activa|
02H00508|EEB MARIA MONTESSORI|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|16|2|Activa|
02H00509|UNIDAD  EDUCATIVA  RODRIGO RIOFRIO JIMENEZ|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|483|22|Activa|
02H00520|EEB MAYAYCU|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|15|2|Activa|
02H00523|EEB CARLOS CHAVEZ GUERRERO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Nocturna|Educación Básica|Mestiza|Terrestre|26|2|Activa|
02H00527|EEB 10 DE ENERO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|317|17|Activa|
02H00531|EEB ANGEL VIRGILIO FLORES SÁNCHEZ|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|37|6|Activa|
02H00776|CEBJA DIVINO NIÑO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Vespertina|Alfabetización P.P|Mestiza|Terrestre|18|1|Activa|
02H00514|FLOR MARIA INFANTE|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_a|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Nocturna|Educación Básica y Bachillerato|Mestiza|Terrestre|122|16|Activa|
02H00511|MONSEÑOR LEONIDAS PROAÑO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|0|5|Activa|
02H00497|EEB CHILE|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|19|2|Activa|
02H00498|EEB PABLO HANNIBAL VELA|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|14|2|Activa|
02H00501|EEB ARGENTINA|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|6|1|Activa|
02H00506|EEB RIO CHIMBO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|9|1|Activa|
02H00510|EEB AGUAYO|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|1|Activa|
02H00513|EEB PESTALOZZI|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|16|2|Activa|
02H00515|EEB JOSE MARIA CISNEROS|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|10|1|Activa|
02H00521|VINICIO COLOMA|2|BOLIVAR|205|SAN MIGUEL|20550|SAN MIGUEL|Zona 5|SAN MIGUEL – CHIMBO|02D03|02D03C04_b|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|13|2|Activa|
